movieId,title,genres,clean_title,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
40,"Cry, the Beloved Country (1995)",Drama,"Cry, the Beloved Country","Cry, the Beloved Country",1995,PG-13,15 Dec 1995,106 min,"Drama, Thriller",Darrell Roodt,"Ronald Harwood, Alan Paton","Richard Harris, James Earl Jones, Vusi Kunene","A South African preacher goes to search for his wayward son, who has committed a crime in the big city.",English,"South Africa, United States",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BZjQ1M2Y2ZTgtN2U3OS00YTUxLTgwZmUtNjk1YTdjYTdmYWQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.8,"2,061",tt0112749,movie,N/A,"$670,727",N/A,N/A,True,
41,Richard III (1995),Drama|War,Richard III,Richard III,1995,R,29 Dec 1995,104 min,"Drama, Sci-Fi, War",Richard Loncraine,"Ian McKellen, Richard Loncraine, Richard Eyre","Ian McKellen, Annette Bening, Christopher Bowen",The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.,English,"United Kingdom, United States",Nominated for 2 Oscars. 7 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMWZjODNlYzAtNWIxZC00ZWRkLWFlMjctZGVlMDYxZTU1MGM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.3,"15,936",tt0114279,movie,N/A,"$2,684,904",N/A,N/A,True,
42,Dead Presidents (1995),Action|Crime|Drama,Dead Presidents,Dead Presidents,1995,R,06 Oct 1995,119 min,"Action, Crime, Drama","Albert Hughes, Allen Hughes","Allen Hughes, Albert Hughes, Michael Henry Brown","Larenz Tate, Keith David, Chris Tucker","A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BNTUzZTczZGItNjY4My00YTIyLTgyODYtNjFmNDY2ZWJlNTlmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",N/A,6.9,"25,879",tt0112819,movie,N/A,"$24,147,179",N/A,N/A,True,
43,Restoration (1995),Drama,Restoration,Restoration,1995,R,02 Feb 1996,117 min,"Biography, Drama, History",Michael Hoffman,"Rose Tremain, Rupert Walters","Robert Downey Jr., Sam Neill, David Thewlis","The exiled royal doctor to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.","English, Latin","United States, United Kingdom",Won 2 Oscars. 2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BOWZjM2NjM2EtMDkyNi00ODFiLWIwMTktM2JmMzUxODQ3YmRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"10,162",tt0114272,movie,N/A,"$4,005,941",N/A,N/A,True,
44,Mortal Kombat (1995),Action|Adventure|Fantasy,Mortal Kombat,Mortal Kombat,2021,R,23 Apr 2021,110 min,"Action, Adventure, Fantasy",Simon McQuoid,"Greg Russo, Dave Callaham, Oren Uziel","Lewis Tan, Jessica McNamee, Josh Lawson",MMA fighter Cole Young seeks out Earth's greatest champions in order to stand against the enemies of Outworld in a high stakes battle for the universe.,"English, Japanese, Chinese",United States,4 wins & 10 nominations total,"https://m.media-amazon.com/images/M/MV5BNmRmN2I5M2EtNDA1Ny00N2ZmLWE3YWYtMjQ1NTFjY2Q4NWM5XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.1,"205,042",tt0293429,movie,N/A,"$42,326,031",N/A,N/A,True,
45,To Die For (1995),Comedy|Drama|Thriller,To Die For,To Die For,1995,R,06 Oct 1995,106 min,"Comedy, Crime, Drama",Gus Van Sant,"Joyce Maynard, Buck Henry","Nicole Kidman, Matt Dillon, Joaquin Phoenix",A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,English,"United Kingdom, Canada, United States",Nominated for 1 BAFTA Award7 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BZWJlODViYTUtMzY3MS00ZDRlLTkzODQtMDdiOTBiN2E0MDA5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,6.8,"57,103",tt0114681,movie,N/A,"$21,284,514",N/A,N/A,True,
46,How to Make an American Quilt (1995),Drama|Romance,How to Make an American Quilt,How to Make an American Quilt,1995,PG-13,06 Oct 1995,117 min,"Comedy, Drama, Romance",Jocelyn Moorhouse,"Whitney Otto, Jane Anderson","Winona Ryder, Ellen Burstyn, Anne Bancroft",Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,English,United States,4 nominations total,https://m.media-amazon.com/images/M/MV5BZjJhNDc5MDItNGQ3My00ODgxLWE0ZTEtZDYwMmUwNzRmMDZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]",N/A,6.3,"12,829",tt0113347,movie,N/A,"$23,600,020",N/A,N/A,True,
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,Seven (a.k.a. Se7en),,,,,,,,,,,,,,,,,,,,,,,,,,
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas,Pocahontas,1995,G,23 Jun 1995,81 min,"Animation, Adventure, Drama","Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant, Philip LaZebnik","Mel Gibson, Linda Hunt, Christian Bale",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,"English, Algonquin",United States,Won 2 Oscars. 16 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BY2ZlNTUxM2MtYmJhYS00Y2E5LTlmYTItZDhlNWJmMmRiYTYzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.7,"215,785",tt0114148,movie,N/A,"$141,579,773",N/A,N/A,True,
49,When Night Is Falling (1995),Drama|Romance,When Night Is Falling,When Night Is Falling,1995,Unrated,17 Nov 1995,94 min,"Drama, Romance",Patricia Rozema,Patricia Rozema,"Pascale Bussières, Rachael Crawford, Henry Czerny","An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",English,Canada,5 nominations,https://m.media-amazon.com/images/M/MV5BZjMxMDYyNjItYjAwYi00NmExLWFiOTEtZWYzOGUzNmY3NmI2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",N/A,6.5,"7,561",tt0114916,movie,N/A,"$919,671",N/A,N/A,True,
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,"Usual Suspects, The",,,,,,,,,,,,,,,,,,,,,,,,,,
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,Mighty Aphrodite,Mighty Aphrodite,1995,R,10 Nov 1995,95 min,"Comedy, Fantasy, Romance",Woody Allen,Woody Allen,"Woody Allen, Mira Sorvino, Pamela Blair","When he discovers that his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother - a ditzy porn star and prostitute.","English, Latin","United States, Netherlands",Won 1 Oscar. 12 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BNGY4MWQ2Y2QtMzliZC00NTc3LWJmMGYtMzUxYWI0YTFhYTY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.0,"44,807",tt0113819,movie,N/A,"$6,468,498",N/A,N/A,True,
53,Lamerica (1994),Adventure|Drama,Lamerica,Lamerica,1994,N/A,04 Oct 1995,116 min,"Comedy, Drama",Gianni Amelio,"Gianni Amelio, Andrea Porporati, Alessandro Sermoneta","Enrico Lo Verso, Michele Placido, Piro Milkani","Immediately after the fall of communism in Albania, two Italians go there to embezzle investment money by creating a fake company. As the chairman/fall guy, they pick a former political prisoner who turns out to be more than meets...","German, Albanian, Italian","Italy, France, Switzerland, Austria",21 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BMzgzODMwMWMtY2RhMi00OGEwLWFmNjktZmMxMTI1MzUzMTk1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,7.4,"2,419",tt0110299,movie,N/A,"$438,483",N/A,N/A,True,
54,"Big Green, The (1995)",Children|Comedy,"Big Green, The",,,,,,,,,,,,,,,,,,,,,,,,,,
55,Georgia (1995),Drama,Georgia,Georgia,1995,R,08 Dec 1995,115 min,"Drama, Music",Ulu Grosbard,Barbara Turner,"Jennifer Jason Leigh, Mare Winningham, Ted Levine",Sadie is desperately looking up to her older sister Georgia who is a famous C&amp;W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.,"English, Hebrew","France, United States",Nominated for 1 Oscar. 4 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZDk3YzZjMjItZjYzYi00YjMyLWI0ZDctYmQzZDFlMjViNDAzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.5,"3,471",tt0113158,movie,N/A,"$1,110,104",N/A,N/A,True,
57,Home for the Holidays (1995),Drama,Home for the Holidays,Home for the Holidays,1995,PG-13,03 Nov 1995,103 min,"Comedy, Drama, Romance",Jodie Foster,"Chris Radant, W.D. Richter","Holly Hunter, Anne Bancroft, Robert Downey Jr.","After being fired, making out with her soon-to-be ex-boss, and discovering that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces the unenviable task of spending the holiday with her exceedingly dul...",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMDI1ZmZhMDQtMDZkMC00M2VlLWJjZDMtYmEyMWRiMDIwZGJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.6,"15,337",tt0113321,movie,N/A,"$17,519,169",N/A,N/A,True,
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,"Postman, The (Postino, Il)",,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,"Indian in the Cupboard, The",,,,,,,,,,,,,,,,,,,,,,,,,,
61,Eye for an Eye (1996),Drama|Thriller,Eye for an Eye,Eye for an Eye,1996,R,12 Jan 1996,101 min,"Crime, Drama, Thriller",John Schlesinger,"Erika Holzer, Amanda Silver, Rick Jaffa","Sally Field, Kiefer Sutherland, Ed Harris","When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.","English, French, Spanish, Korean",United States,N/A,https://m.media-amazon.com/images/M/MV5BYzg3MDc5ZWEtMTc3Ny00YWEzLTlmMTgtMjk3NGJjMmNjOTYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,6.2,"22,660",tt0116260,movie,N/A,"$26,877,589",N/A,N/A,True,
62,Mr. Holland's Opus (1995),Drama,Mr. Holland's Opus,Mr. Holland's Opus,1995,PG,19 Jan 1996,144 min,"Drama, Music",Stephen Herek,Patrick Sheane Duncan,"Richard Dreyfuss, Glenne Headly, Jay Thomas",A frustrated composer finds fulfillment as a high school music teacher.,"English, American Sign ",United States,Nominated for 1 Oscar. 5 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZGJkOTFkYjEtNzg5Zi00NWIyLTkyN2QtMDExNjk1NTg1NTQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.3,"43,363",tt0113862,movie,N/A,"$82,569,971",N/A,N/A,True,
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,R,12 Jan 1996,89 min,"Comedy, Crime",Paris Barclay,"Shawn Wayans, Marlon Wayans, Phil Beauman","Shawn Wayans, Marlon Wayans, Keenen Ivory Wayans","A parody of several U.S. films about being in the ""'hood"", for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995), and Juice (1992).","English, Spanish",United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BZGM0NTAyMWEtNDBjNi00MjkwLWFhM2UtNDExNmVmMzEzNzExXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.5,"66,024",tt0116126,movie,N/A,"$20,109,115",N/A,N/A,True,
64,Two if by Sea (1996),Comedy|Romance,Two if by Sea,Two If by Sea,1996,R,12 Jan 1996,96 min,"Comedy, Crime, Romance",Bill Bennett,"Denis Leary, Mike Armstrong, Ann Leary","Sandra Bullock, Denis Leary, Stephen Dillane","A couple steals a Matisse painting on contract and manage to evade the police. The sale takes place four days later on an island, but things don't go as planned.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzRjYWVlNzEtZDRhMS00OGExLTk1MGEtOWU0NjRkM2ViNmYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.3,"6,658",tt0118002,movie,N/A,"$10,658,278",N/A,N/A,True,
65,Bio-Dome (1996),Comedy,Bio-Dome,Bio-Dome,1996,PG-13,12 Jan 1996,88 min,Comedy,Jason Bloom,"Adam Leff, Mitchell Peck, Jason Blumenthal","Pauly Shore, Stephen Baldwin, William Atherton","Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",English,United States,3 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNGMxNGI5YWEtNzI5Yi00ZmY0LTk2NWQtMjk3MTRlNGZmMmQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '1/100'}]",1,4.4,"30,863",tt0115683,movie,N/A,"$13,427,615",N/A,N/A,True,
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,Lawnmower Man 2: Beyond Cyberspace,Lawnmower Man 2: Beyond Cyberspace,1995,PG-13,12 Jan 1996,93 min,"Action, Sci-Fi, Thriller",Farhad Mann,"Farhad Mann, Michael Miner","Patrick Bergin, Matt Frewer, Austin O'Brien","They thought they had destroyed him, but the simple gardener-turned-superkiller has found a way to reboot himself in Lawnmower Man 2: Beyond Cyberspace.",English,"United States, Japan, United Kingdom",1 nomination total,https://m.media-amazon.com/images/M/MV5BMjkxZDdlMTQtZGZlZC00ZWNiLWFiYmYtY2JlODgwMTE1YTY3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,2.6,"10,475",tt0116839,movie,N/A,"$2,409,225",N/A,N/A,True,
68,French Twist (Gazon maudit) (1995),Comedy|Romance,French Twist (Gazon maudit),,,,,,,,,,,,,,,,,,,,,,,,,,
69,Friday (1995),Comedy,Friday,Friday,1995,R,26 Apr 1995,91 min,"Comedy, Drama",F. Gary Gray,"Ice Cube, DJ Pooh","Ice Cube, Chris Tucker, Nia Long","It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday.",English,United States,1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMWI3MmM2MTItN2MxZS00Y2NhLWE5ZWEtMzU3YWNiNmU3NmFmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.2,"134,571",tt0113118,movie,10 Sep 2002,"$27,467,564",Zebra,N/A,True,
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,From Dusk Till Dawn,From Dusk Till Dawn,1996,R,19 Jan 1996,108 min,"Action, Crime, Horror",Robert Rodriguez,"Robert Kurtzman, Quentin Tarantino","Harvey Keitel, George Clooney, Juliette Lewis","Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.","English, Spanish","United States, Mexico",7 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BZGNjMWMwNWEtYTQ2YS00N2E5LTg5ZWYtMDgzM2UxMTE1ZTE4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.2,"367,371",tt0116367,movie,N/A,"$25,836,616",N/A,N/A,True,
71,Fair Game (1995),Action,Fair Game,Fair Game,2010,PG-13,03 Dec 2010,108 min,"Biography, Drama, Thriller",Doug Liman,"Jez Butterworth, John-Henry Butterworth, Joseph Wilson","Naomi Watts, Sonya Davison, Vanessa Chong",CIA operative Valerie Plame discovers her identity is allegedly leaked by the government as payback for an op-ed article her husband wrote criticizing the Bush administration.,"English, Arabic, French","United States, United Arab Emirates",4 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMjIyOTg1NzU0Ml5BMl5BanBnXkFtZTcwMjA2OTY5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.8,"52,489",tt0977855,movie,N/A,"$9,540,691",N/A,N/A,True,
72,Kicking and Screaming (1995),Comedy|Drama,Kicking and Screaming,Kicking and Screaming,1995,R,06 Oct 1995,96 min,"Comedy, Drama, Romance",Noah Baumbach,"Noah Baumbach, Bo Berkman","Josh Hamilton, Eric Stoltz, Samuel Gould","A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BNDY3NjUyODMtMGY5OS00M2Q1LTllOGItZGQ0YTFiNjhhNDZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.6,"15,842",tt0113537,movie,N/A,"$718,490",N/A,N/A,True,
73,"Misérables, Les (1995)",Drama|War,"Misérables, Les",,,,,,,,,,,,,,,,,,,,,,,,,,
74,Bed of Roses (1996),Drama|Romance,Bed of Roses,Bed of Roses,1996,PG,26 Jan 1996,87 min,"Drama, Romance",Michael Goldenberg,Michael Goldenberg,"Christian Slater, Mary Stuart Masterson, Pamela Adlon",Romantic drama about a young career girl who is swept off her feet by a shy florist who fell in love with her after one glimpse through a shadowy window.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTE2NjhiZDYtNDRjNS00NDY4LWI3ZmMtMWQyY2FlMmIxYzRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}]",N/A,6.1,"8,898",tt0115644,movie,N/A,"$19,030,691",N/A,N/A,True,
75,Big Bully (1996),Comedy|Drama,Big Bully,Big Bully,1996,PG,26 Jan 1996,90 min,"Comedy, Thriller",Steve Miner,Mark Steven Johnson,"Rick Moranis, Tom Arnold, Julianne Phillips","A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",English,United States,3 wins total,https://m.media-amazon.com/images/M/MV5BYTFmNTI5MGItMGMxZi00NjM2LWE0ZTUtMzQyMmVlOWMwZTJkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,4.8,"5,782",tt0115676,movie,N/A,"$2,042,530",N/A,N/A,True,
76,Screamers (1995),Action|Sci-Fi|Thriller,Screamers,Screamers,1995,R,26 Jan 1996,108 min,"Horror, Sci-Fi, Thriller",Christian Duguay,"Philip K. Dick, Dan O'Bannon, Miguel Tejada-Flores","Peter Weller, Roy Dupuis, Jennifer Rubin","A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained s...",English,"Canada, Japan",3 nominations total,https://m.media-amazon.com/images/M/MV5BMmVkMjcwMjktOGY2MC00ZGFkLWI1NWQtYTJjNTk2N2U0NWZmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",N/A,6.3,"31,565",tt0114367,movie,N/A,"$5,711,695",N/A,N/A,True,
